k \ window,1,5,10,20,50,100
1,1.7562171e-06,9.366502e-06,1.7562215e-05,3.161207e-05,8.9568406e-05,0.00017796856
3,0.005087176,0.014285083,0.018456113,0.020989181,0.0227788,0.023950832
5,0.006895494,0.021655934,0.029677778,0.035125606,0.03898116,0.04122804
10,0.009726516,0.03359295,0.049054164,0.061772205,0.07115584,0.076125555
20,0.013255342,0.04871692,0.07445673,0.09957142,0.121506974,0.13236612
