k \ window,1,5,10,20,50,100
1,1.3176576e-06,3.2941484e-06,1.5811947e-05,2.83298e-05,8.3013845e-05,0.00018184305
3,0.0071845283,0.020524511,0.026577856,0.030605316,0.03344229,0.03481733
5,0.009780973,0.031092139,0.04272052,0.05104951,0.057050895,0.05985303
10,0.013561991,0.047636006,0.07009163,0.08910692,0.10326807,0.10976509
20,0.018138876,0.068066314,0.105400994,0.14213037,0.17263147,0.18659073
