k \ window,1,5,10,20,50,100
1,0.0046026832,0.047192156,0.098539054,0.17616011,0.32842967,0.50183773
3,0.006359715,0.057780437,0.119675495,0.21416663,0.40766978,0.6449144
5,0.0077239126,0.066458836,0.1380744,0.2501761,0.48804834,0.7919091
10,0.010770316,0.08562971,0.17663382,0.32321894,0.6516999,1.0945137
20,0.017187519,0.12628557,0.25672287,0.47403955,0.9872973,1.7045165
